NUM_POSTE;DAT;PSTATM;PMERM;TMMOY;TMSIGMA;TXMOY;TNMOY;TSVMOY;RR;NBJRR1;INST;NBPMER;NBTM;NBTX;NBTSV;NBRR;NBINS;NBJTX25;NBJTX30;NBJTX35;NBJTX40;NBJTX0;NBJTN0;NBJRR5;NBJRR10;NBJRR50;NBJRR100;NBJNEIG0;NBJNEIG1;NBJNEIG10;NBJNEIG50;NBJFF10;NBJFF20;NBJFF30;NBJVISI50;NBJVISI100;NBJVISI1000;TMXAB;TMXDAT;TMNAB;TMNDAT;TXAB;TXDAT;TNAB;TNDAT;RRAB;RRDAT;FXAB;FXDAT;NBORAGE;NBGRELE;HTX;HTN
07005;1999-09-01 00:00:00;1001.4;1010.4;17.1;3.5;21.6;13.6;15.7;132;14;141;26;30;30;30;30;30;8;1;;;;;9;6;0;;;;;;20;0;0;0;1;3;22.7;1999-09-11 00:00:00;14.4;1999-09-13 00:00:00;30.3;1999-09-11 00:00:00;9.9;1999-09-16 00:00:00;42.2;1999-09-13 00:00:00;17;1999-09-20 00:00:00;5;0;6;18
07015;1999-09-01 00:00:00;1004.9;1010.5;17.7;3.6;22.2;13.9;16;51;13;149;27;30;30;30;30;30;8;1;;;;;4;;;;;;;;21;0;0;0;0;4;22.4;1999-09-11 00:00:00;14.4;1999-09-18 00:00:00;30.3;1999-09-11 00:00:00;9;1999-09-16 00:00:00;7.2;1999-09-15 00:00:00;16;1999-09-19 00:00:00;4;0;6;18
07020;1999-09-01 00:00:00;1007.6;1009.4;17.4;1.9;20;15.1;16.1;107;13;;23;28;30;28;30;0;1;0;;;;;7;2;0;;;;;;23;6;0;0;0;1;21.3;1999-09-11 00:00:00;15.8;1999-09-14 00:00:00;26.1;1999-09-11 00:00:00;12.6;1999-09-02 00:00:00;37;1999-09-20 00:00:00;25;1999-09-28 00:00:00;1;0;6;18
07027;1999-09-01 00:00:00;1002.3;1010.1;17;3.6;21.6;13.3;15.6;81;17;162;21;30;30;30;30;30;7;1;;;;;6;2;0;;;;;;23;0;0;0;0;3;22.5;1999-09-11 00:00:00;13.6;1999-09-14 00:00:00;30.9;1999-09-11 00:00:00;10;1999-09-16 00:00:00;13.8;1999-09-13 00:00:00;17;1999-09-23 00:00:00;2;0;6;18
07037;1999-09-01 00:00:00;992.8;1010.6;16.6;3.7;21.8;12.6;15.7;98;10;146;27;30;30;30;30;30;7;1;;;;;8;4;0;;;;;;16;0;0;0;1;2;22;1999-09-11 00:00:00;13.7;1999-09-15 00:00:00;30.3;1999-09-11 00:00:00;7.6;1999-09-16 00:00:00;17;1999-09-12 00:00:00;18;1999-09-23 00:00:00;3;0;6;18
07110;1999-09-01 00:00:00;998.2;1009.4;15.8;3.3;20;12.3;15.8;145;17;152;11;30;30;30;30;29;3;0;;;;;9;4;0;;;;;;18;2;0;0;3;8;19.5;1999-09-10 00:00:00;12.6;1999-09-14 00:00:00;27.2;1999-09-10 00:00:00;5.4;1999-09-15 00:00:00;44.6;1999-09-22 00:00:00;22;1999-09-18 00:00:00;3;0;6;18
07117;1999-09-01 00:00:00;1002.5;1009.4;16.4;2.6;20.5;13.7;15.6;106;15;;17;28;30;28;30;0;1;0;;;;;7;4;0;;;;;;17;2;0;0;0;2;20.2;1999-09-08 00:00:00;14.6;1999-09-13 00:00:00;28.2;1999-09-10 00:00:00;9.8;1999-09-15 00:00:00;22.2;1999-09-29 00:00:00;20;1999-09-23 00:00:00;1;0;6;18
07130;1999-09-01 00:00:00;1005.4;1010.4;17.7;4.1;22.8;13.6;15.6;100;14;169;15;30;30;30;30;30;9;2;;;;;9;3;0;;;;;;20;1;0;0;0;6;23.3;1999-09-11 00:00:00;13.7;1999-09-14 00:00:00;31.9;1999-09-11 00:00:00;6.8;1999-09-15 00:00:00;15.8;1999-09-28 00:00:00;21;1999-09-23 00:00:00;4;0;6;18
07139;1999-09-01 00:00:00;993.3;1010.3;16.8;4.1;21.8;12.5;15.1;127;14;143;20;30;30;30;30;30;9;1;;;;;10;6;0;;;;;;19;0;0;0;0;1;22.3;1999-09-11 00:00:00;13;1999-09-16 00:00:00;30.7;1999-09-11 00:00:00;6.2;1999-09-16 00:00:00;24.8;1999-09-12 00:00:00;18;1999-09-23 00:00:00;2;0;6;18
07149;1999-09-01 00:00:00;1000.7;1011.2;17.9;3.9;23.1;13.7;15.4;85;11;;22;30;30;30;30;0;10;1;;;;;6;3;0;;;;;;19;0;0;0;0;1;23.2;1999-09-11 00:00:00;15.1;1999-09-17 00:00:00;31.9;1999-09-11 00:00:00;9.1;1999-09-16 00:00:00;25;1999-09-19 00:00:00;19;1999-09-29 00:00:00;7;0;6;18
07190;1999-09-01 00:00:00;995.2;1013;18;4.4;24;13.1;15.5;65;11;195;24;30;30;30;30;30;12;2;;;;;4;1;0;;;;;;11;0;0;0;0;2;21.5;1999-09-12 00:00:00;14.7;1999-09-30 00:00:00;30.8;1999-09-12 00:00:00;8.9;1999-09-17 00:00:00;19.2;1999-09-06 00:00:00;15;1999-09-28 00:00:00;1;0;6;18
07207;1999-09-01 00:00:00;1005.8;1010.8;18.2;2.2;20.6;15.8;16.8;114;14;;17;28;30;28;30;0;2;0;;;;;8;5;0;;;;;;29;9;0;;;;21.6;1999-09-02 00:00:00;15.8;1999-09-13 00:00:00;27.9;1999-09-02 00:00:00;11.2;1999-09-15 00:00:00;25.6;1999-09-28 00:00:00;26;1999-09-18 00:00:00;4;0;6;18
07222;1999-09-01 00:00:00;1007.9;1011;17.6;4.2;22.8;13.4;16.1;200;14;161;17;30;30;30;30;30;10;2;;;;;10;7;0;;;;;;19;0;0;1;1;5;23.5;1999-09-10 00:00:00;14;1999-09-15 00:00:00;31.8;1999-09-10 00:00:00;7.7;1999-09-15 00:00:00;35.8;1999-09-29 00:00:00;18;1999-09-23 00:00:00;3;0;6;18
07240;1999-09-01 00:00:00;998.2;1011.4;17.6;4.2;22.7;13.5;15.3;123;13;170;19;30;30;30;30;30;10;2;;;;;7;5;0;;;;;;18;1;0;0;0;1;22.8;1999-09-11 00:00:00;14.6;1999-09-16 00:00:00;31.4;1999-09-11 00:00:00;7.4;1999-09-16 00:00:00;33;1999-09-29 00:00:00;22;1999-09-23 00:00:00;3;0;6;18
07255;1999-09-01 00:00:00;992.9;1012.2;18;4.3;23.4;13.3;15.5;144;13;185;27;30;30;30;30;30;11;1;;;;;10;4;0;;;;;;18;0;0;0;0;1;22.8;1999-09-11 00:00:00;14.3;1999-09-15 00:00:00;31;1999-09-11 00:00:00;6.6;1999-09-16 00:00:00;39.6;1999-09-29 00:00:00;17;1999-09-20 00:00:00;4;0;6;18
