NUM_POSTE;DAT;PSTATM;PMERM;TMMOY;TMSIGMA;TXMOY;TNMOY;TSVMOY;RR;NBJRR1;INST;NBPMER;NBTM;NBTX;NBTSV;NBRR;NBINS;NBJTX25;NBJTX30;NBJTX35;NBJTX40;NBJTX0;NBJTN0;NBJRR5;NBJRR10;NBJRR50;NBJRR100;NBJNEIG0;NBJNEIG1;NBJNEIG10;NBJNEIG50;NBJFF10;NBJFF20;NBJFF30;NBJVISI50;NBJVISI100;NBJVISI1000;TMXAB;TMXDAT;TMNAB;TMNDAT;TXAB;TXDAT;TNAB;TNDAT;RRAB;RRDAT;FXAB;FXDAT;NBORAGE;NBGRELE;HTX;HTN
07005;1999-11-01 00:00:00;1012.8;1022.3;6.8;3.9;9.6;4.1;8.7;58;11;90;29;30;30;30;30;30;;;;;0;5;2;2;0;;;;;;21;1;0;0;0;2;12.9;1999-11-01 00:00:00;-0.9;1999-11-21 00:00:00;18;1999-11-01 00:00:00;-3.3;1999-11-21 00:00:00;16.2;1999-11-18 00:00:00;21;1999-11-05 00:00:00;2;0;6;18
07015;1999-11-01 00:00:00;1015.9;1021.8;6.6;3.8;9.4;4.1;8.7;43;13;78;28;30;30;30;30;30;;;;;0;3;2;1;0;;;;;;19;1;0;0;0;2;12.7;1999-11-01 00:00:00;-0.3;1999-11-16 00:00:00;17.5;1999-11-01 00:00:00;-3.9;1999-11-16 00:00:00;10.6;1999-11-17 00:00:00;20;1999-11-05 00:00:00;1;0;6;18
07020;1999-11-01 00:00:00;1020.8;1022.8;11;2.1;12.6;9.5;10.2;43;10;;21;26;30;26;30;0;;;;;;;2;1;0;;;;;;29;15;0;;;;15;1999-11-01 00:00:00;6.7;1999-11-21 00:00:00;17.1;1999-11-01 00:00:00;4.9;1999-11-21 00:00:00;12.4;1999-11-05 00:00:00;26;1999-11-05 00:00:00;;;6;18
07027;1999-11-01 00:00:00;1014.6;1022.9;8;3.3;11;5.3;9.2;77;12;86;21;30;30;30;30;30;;;;;0;2;5;3;0;;;;;;22;1;0;0;0;1;14.1;1999-11-01 00:00:00;1.2;1999-11-21 00:00:00;19;1999-11-01 00:00:00;-2.1;1999-11-21 00:00:00;22.4;1999-11-19 00:00:00;20;1999-11-19 00:00:00;1;0;6;18
07037;1999-11-01 00:00:00;1004.1;1022.8;6.1;3.8;9.5;3.3;8.5;54;8;85;27;30;30;30;30;30;;;;;0;6;4;1;0;;;;;;18;0;0;0;1;5;12.4;1999-11-01 00:00:00;-0.9;1999-11-21 00:00:00;17.4;1999-11-01 00:00:00;-4.4;1999-11-16 00:00:00;11.6;1999-11-18 00:00:00;19;1999-11-05 00:00:00;0;1;6;18
07110;1999-11-01 00:00:00;1011.7;1023.4;9.6;2.6;12.2;7.1;10.3;82;15;81;20;30;30;30;30;30;;;;;;;5;2;0;;;;;;21;2;0;0;0;2;13.9;1999-11-01 00:00:00;4.3;1999-11-21 00:00:00;16.4;1999-11-01 00:00:00;2.5;1999-11-22 00:00:00;15.8;1999-11-05 00:00:00;22;1999-11-01 00:00:00;0;1;6;18
07117;1999-11-01 00:00:00;1015.9;1023;10.5;2.3;12.7;8.7;10.2;72;13;;21;29;30;29;30;0;;;;;;;5;2;0;;;;;;27;10;0;;;;14.8;1999-11-01 00:00:00;4.4;1999-11-21 00:00:00;18.6;1999-11-01 00:00:00;2.8;1999-11-21 00:00:00;13.8;1999-11-17 00:00:00;24;1999-11-05 00:00:00;0;1;6;18
07130;1999-11-01 00:00:00;1018.1;1023.3;8.1;3.6;11.7;5.1;9.3;39;9;80;18;30;30;30;30;30;;;;;0;3;3;;;;;;;;19;1;0;0;0;5;15.3;1999-11-01 00:00:00;0.9;1999-11-21 00:00:00;18.8;1999-11-01 00:00:00;-1.4;1999-11-21 00:00:00;9.4;1999-11-01 00:00:00;24;1999-11-05 00:00:00;;;6;18
07139;1999-11-01 00:00:00;1005;1022.7;6.3;3.7;9.6;3.5;8.5;55;9;73;21;30;30;30;30;30;;;;;0;4;4;1;0;;;;;;17;2;0;0;2;7;12.4;1999-11-01 00:00:00;-0.8;1999-11-21 00:00:00;17.1;1999-11-01 00:00:00;-3.5;1999-11-16 00:00:00;16.2;1999-11-01 00:00:00;20;1999-11-05 00:00:00;;;6;18
07149;1999-11-01 00:00:00;1011.6;1022.8;5.9;3.9;9;2.9;8.4;34;6;;29;30;30;30;30;0;;;;;0;5;2;1;0;;;;;;14;0;0;0;0;4;12.8;1999-11-01 00:00:00;-0.7;1999-11-21 00:00:00;18;1999-11-01 00:00:00;-4.2;1999-11-22 00:00:00;14.4;1999-11-01 00:00:00;17;1999-11-19 00:00:00;;;6;18
07190;1999-11-01 00:00:00;1003.8;1022.8;4.1;4.3;7.1;1.6;7.3;32;6;75;27;30;30;30;30;30;;;;;0;12;2;;;;2;2;;;7;0;0;1;1;4;13.5;1999-11-02 00:00:00;-2.1;1999-11-21 00:00:00;16.9;1999-11-01 00:00:00;-3.9;1999-11-21 00:00:00;9.6;1999-11-02 00:00:00;16;1999-11-06 00:00:00;;;6;18
07207;1999-11-01 00:00:00;1018.4;1023.6;10.6;3;12.8;8.7;10.5;44;6;;17;30;30;30;30;0;;;;;;;3;1;0;;;;;;26;8;0;0;0;1;16.2;1999-11-01 00:00:00;3.2;1999-11-21 00:00:00;18;1999-11-01 00:00:00;0.4;1999-11-21 00:00:00;17.6;1999-11-01 00:00:00;28;1999-11-05 00:00:00;;;6;18
07222;1999-11-01 00:00:00;1020.2;1023.4;7.6;4;11.5;4.4;9.1;65;7;74;21;30;30;30;30;30;;;;;0;4;2;2;0;;;;;;17;0;0;0;0;7;15.3;1999-11-01 00:00:00;0;1999-11-21 00:00:00;18.7;1999-11-01 00:00:00;-4.4;1999-11-22 00:00:00;35.2;1999-11-01 00:00:00;19;1999-11-05 00:00:00;;;6;18
07240;1999-11-01 00:00:00;1009.4;1023.2;6;4;9.6;2.9;8.4;64;9;82;28;30;30;30;30;30;;;;;0;3;3;1;0;;;;;;18;0;0;0;1;4;13.3;1999-11-01 00:00:00;-0.9;1999-11-22 00:00:00;18.9;1999-11-01 00:00:00;-4.6;1999-11-22 00:00:00;31.4;1999-11-01 00:00:00;18;1999-11-17 00:00:00;;;6;18
07255;1999-11-01 00:00:00;1002.7;1023.2;5.4;4;8.9;2.5;8.3;67;9;76;28;30;30;30;30;30;;;;;0;6;4;2;0;;;;;;17;0;0;0;0;3;13.7;1999-11-01 00:00:00;-0.1;1999-11-16 00:00:00;21.4;1999-11-01 00:00:00;-5.1;1999-11-16 00:00:00;24.6;1999-11-18 00:00:00;15;1999-11-05 00:00:00;;;6;18
07280;1999-11-01 00:00:00;994.8;1023;3.8;4.4;7.2;1.1;7.2;38;10;81;21;30;30;30;30;30;;;;;1;10;2;1;0;;5;3;;;16;0;0;0;0;11;13.3;1999-11-02 00:00:00;-2.1;1999-11-21 00:00:00;18.8;1999-11-01 00:00:00;-4.7;1999-11-27 00:00:00;12.6;1999-11-02 00:00:00;15;1999-11-06 00:00:00;;;6;18
07299;1999-11-01 00:00:00;989.8;1023.3;3.4;4.3;6.4;1;7.1;45;9;72;24;30;30;30;30;30;;;;;2;15;3;1;0;;5;4;;;8;0;0;0;0;3;11.8;1999-11-02 00:00:00;-3.7;1999-11-21 00:00:00;18.2;1999-11-01 00:00:00;-6.7;1999-11-21 00:00:00;19;1999-11-02 00:00:00;16;1999-11-06 00:00:00;;;6;18
07314;1999-11-01 00:00:00;1020.5;1023.3;9.7;3.4;12.1;7.3;10.1;86;8;;20;30;30;30;30;0;;;;;;;5;2;0;;;;;;23;7;0;0;0;3;16.7;1999-11-01 00:00:00;2.3;1999-11-21 00:00:00;18.1;1999-11-01 00:00:00;1.3;1999-11-22 00:00:00;33;1999-11-01 00:00:00;29;1999-11-06 00:00:00;0;1;6;18
07335;1999-11-01 00:00:00;1008.4;1023.5;5.9;4.2;9.8;2.2;8.4;88;10;89;27;30;30;30;30;30;;;;;0;7;5;3;0;;;;;;19;0;0;0;1;5;14.6;1999-11-01 00:00:00;-0.5;1999-11-22 00:00:00;19.2;1999-11-01 00:00:00;-6.3;1999-11-16 00:00:00;33.2;1999-11-01 00:00:00;17;1999-11-05 00:00:00;1;1;6;18
07434;1999-11-01 00:00:00;973.9;1023.2;5.1;4.2;8.4;2.5;7.6;83;10;90;27;30;30;30;30;30;;;;;1;8;4;3;0;;4;0;;;18;0;0;0;0;6;14.5;1999-11-01 00:00:00;-1.5;1999-11-21 00:00:00;18.9;1999-11-01 00:00:00;-3.9;1999-11-16 00:00:00;26.4;1999-11-12 00:00:00;18;1999-11-12 00:00:00;;;6;18
07460;1999-11-01 00:00:00;982.4;1022.7;4.9;4.6;8.4;1.6;7.3;40;9;70;22;30;30;30;30;30;;;;;3;10;1;1;0;;2;1;;;17;0;0;0;0;4;14.4;1999-11-02 00:00:00;-2.2;1999-11-22 00:00:00;20.9;1999-11-01 00:00:00;-5.4;1999-11-23 00:00:00;16;1999-11-18 00:00:00;18;1999-11-01 00:00:00;1;0;6;18
07471;1999-11-01 00:00:00;923.9;;2;4.9;5.6;-1.1;6.1;65;11;61;18;30;30;30;30;30;;;;;3;16;4;2;0;;12;12;3;0;13;0;0;0;0;3;12.1;1999-11-02 00:00:00;-6.5;1999-11-22 00:00:00;16.5;1999-11-01 00:00:00;-11.5;1999-11-23 00:00:00;14.6;1999-11-18 00:00:00;17;1999-11-06 00:00:00;;;6;18
