NUM_POSTE;DAT;PSTATM;PMERM;TMMOY;TMSIGMA;TXMOY;TNMOY;TSVMOY;RR;NBJRR1;INST;NBPMER;NBTM;NBTX;NBTSV;NBRR;NBINS;NBJTX25;NBJTX30;NBJTX35;NBJTX40;NBJTX0;NBJTN0;NBJRR5;NBJRR10;NBJRR50;NBJRR100;NBJNEIG0;NBJNEIG1;NBJNEIG10;NBJNEIG50;NBJFF10;NBJFF20;NBJFF30;NBJVISI50;NBJVISI100;NBJVISI1000;TMXAB;TMXDAT;TMNAB;TMNDAT;TXAB;TXDAT;TNAB;TNDAT;RRAB;RRDAT;FXAB;FXDAT;NBORAGE;NBGRELE;HTX;HTN
07005;1999-12-01 00:00:00;1001.6;1011.5;5.3;3.6;7.6;3;7.8;185;19;52;24;31;31;31;31;31;;;;;1;6;13;7;0;;6;6;;;26;9;0;0;2;3;10.9;1999-12-01 00:00:00;-1.5;1999-12-20 00:00:00;12.6;1999-12-11 00:00:00;-3.1;1999-12-21 00:00:00;29.2;1999-12-24 00:00:00;29;1999-12-25 00:00:00;2;2;6;18
07015;1999-12-01 00:00:00;1004.4;1010.6;4.9;3.4;7.3;2.5;7.8;163;19;58;22;31;31;31;31;31;;;;;0;7;10;7;0;;3;3;;;23;5;0;0;0;6;10.7;1999-12-01 00:00:00;-1.1;1999-12-20 00:00:00;12.5;1999-12-01 00:00:00;-4.6;1999-12-20 00:00:00;34.8;1999-12-26 00:00:00;28;1999-12-25 00:00:00;1;1;6;18
07020;1999-12-01 00:00:00;1009.9;1010.9;9.2;2.4;10.7;7.2;9.4;232;19;;14;24;31;24;31;2;;;;;0;1;13;9;0;;;;;;28;20;5;;;;12.6;1999-12-01 00:00:00;3.4;1999-12-20 00:00:00;13.3;1999-12-01 00:00:00;-0.1;1999-12-20 00:00:00;44.2;1999-12-24 00:00:00;36;1999-12-25 00:00:00;1;3;6;18
07027;1999-12-01 00:00:00;1004.4;1012.9;6.8;3.1;9.5;4.1;8.7;190;20;56;22;31;31;31;31;31;;;;;0;1;11;6;0;;;;;;28;9;2;;;;11.8;1999-12-11 00:00:00;0.8;1999-12-20 00:00:00;12.9;1999-12-11 00:00:00;-2.3;1999-12-20 00:00:00;31.4;1999-12-25 00:00:00;42;1999-12-26 00:00:00;1;0;6;18
07037;1999-12-01 00:00:00;993.9;1013;4.9;3.4;7.7;2.1;7.9;236;21;43;22;31;31;31;31;31;;;;;0;9;16;9;0;;2;1;;;27;5;1;0;1;1;10;1999-12-11 00:00:00;-0.7;1999-12-21 00:00:00;11.7;1999-12-03 00:00:00;-3.3;1999-12-20 00:00:00;35.2;1999-12-18 00:00:00;39;1999-12-26 00:00:00;1;2;6;18
07110;1999-12-01 00:00:00;1003.1;1014.6;8.1;3;10.6;5.2;9.6;275;28;43;15;31;31;31;31;31;;;;;0;2;15;8;0;;;;;;29;11;3;0;0;2;12.1;1999-12-18 00:00:00;1.4;1999-12-20 00:00:00;13.4;1999-12-22 00:00:00;-3.1;1999-12-20 00:00:00;32.4;1999-12-24 00:00:00;34;1999-12-26 00:00:00;3;6;6;18
07117;1999-12-01 00:00:00;1006.1;1013.6;8.8;2.5;10.7;6.5;9.4;225;25;;14;31;31;29;31;0;;;;;0;1;13;9;0;;;;;;31;20;3;;;;12.1;1999-12-18 00:00:00;2;1999-12-20 00:00:00;15.3;1999-12-22 00:00:00;-0.7;1999-12-20 00:00:00;29;1999-12-27 00:00:00;41;1999-12-26 00:00:00;4;6;6;18
07130;1999-12-01 00:00:00;1009.7;1015.2;7.3;3.8;10.6;4.2;9.1;160;16;71;18;31;31;31;31;31;;;;;0;4;10;4;0;;;;;;25;5;1;;;;12.8;1999-12-18 00:00:00;0.3;1999-12-20 00:00:00;14.4;1999-12-25 00:00:00;-3.7;1999-12-20 00:00:00;33.2;1999-12-24 00:00:00;35;1999-12-26 00:00:00;;;6;18
07139;1999-12-01 00:00:00;996.1;1014.1;5.7;3.6;8.6;2.5;8.4;195;18;52;22;31;31;31;31;31;;;;;0;7;14;10;0;;1;1;;;25;5;1;0;0;1;11.6;1999-12-18 00:00:00;-0.4;1999-12-20 00:00:00;12.6;1999-12-11 00:00:00;-3.6;1999-12-20 00:00:00;25;1999-12-11 00:00:00;46;1999-12-26 00:00:00;;;6;18
07149;1999-12-01 00:00:00;1003;1014.1;5.2;3.4;8;2.8;8.1;125;17;;24;31;31;31;31;0;;;;;0;8;10;4;0;;;;;;25;7;2;;;;10.3;1999-12-11 00:00:00;-0.6;1999-12-20 00:00:00;12.6;1999-12-11 00:00:00;-2.5;1999-12-20 00:00:00;25.4;1999-12-18 00:00:00;48;1999-12-26 00:00:00;3;0;6;18
07190;1999-12-01 00:00:00;996.3;1015.2;3.6;4;6.3;1.1;6.8;114;15;32;26;31;31;31;31;31;;;;;1;10;7;5;0;;6;6;;;22;2;1;0;0;4;9.7;1999-12-12 00:00:00;-4;1999-12-22 00:00:00;12.5;1999-12-11 00:00:00;-5.9;1999-12-23 00:00:00;26.2;1999-12-18 00:00:00;40;1999-12-26 00:00:00;;;6;18
07207;1999-12-01 00:00:00;1011.2;1016.4;10;2.6;11.7;7.3;10.2;127;16;;18;30;31;24;30;0;;;;;;;11;4;0;;;;;;31;18;5;;;;13.2;1999-12-11 00:00:00;4;1999-12-20 00:00:00;13.7;1999-12-11 00:00:00;1.2;1999-12-20 00:00:00;25;1999-12-27 00:00:00;42;1999-12-27 00:00:00;0;3;6;18
07222;1999-12-01 00:00:00;1013.4;1016.8;7.3;4;10.7;4;9.2;171;18;64;18;31;31;31;31;31;;;;;0;7;14;6;0;;;;;;24;5;3;0;0;5;12.8;1999-12-11 00:00:00;-0.2;1999-12-20 00:00:00;14.2;1999-12-25 00:00:00;-4;1999-12-20 00:00:00;25.4;1999-12-24 00:00:00;35;1999-12-26 00:00:00;;;6;18
07240;1999-12-01 00:00:00;1002.7;1016.3;5.8;3.9;9.1;2.9;8.4;158;18;50;24;31;31;31;31;31;;;;;0;9;12;7;0;;;;;;24;6;1;0;0;4;11.7;1999-12-11 00:00:00;-1.2;1999-12-20 00:00:00;13.9;1999-12-25 00:00:00;-2.4;1999-12-20 00:00:00;22.6;1999-12-27 00:00:00;36;1999-12-26 00:00:00;;;6;18
07255;1999-12-01 00:00:00;996.9;1017.3;5.2;4;8.1;2.3;8.3;136;20;46;25;31;31;31;31;31;;;;;0;9;8;5;0;;;;;;21;5;2;0;0;5;10.6;1999-12-11 00:00:00;-1.6;1999-12-21 00:00:00;13.4;1999-12-26 00:00:00;-4.1;1999-12-21 00:00:00;40.2;1999-12-27 00:00:00;34;1999-12-26 00:00:00;1;0;6;18
07280;1999-12-01 00:00:00;989.5;1017.3;3.3;4;6.5;0.1;6.9;113;16;57;19;31;31;31;31;31;;;;;1;14;8;4;0;;2;0;;;24;4;1;0;0;6;8.4;1999-12-26 00:00:00;-3.4;1999-12-22 00:00:00;12.8;1999-12-26 00:00:00;-7.6;1999-12-17 00:00:00;19.2;1999-12-26 00:00:00;35;1999-12-26 00:00:00;;;6;18
07299;1999-12-01 00:00:00;983.6;1016.9;3.2;4.1;6.7;0.4;6.8;119;12;51;24;31;31;31;31;31;;;;;1;12;9;6;0;;4;1;;;19;4;1;;;;9.8;1999-12-12 00:00:00;-3.2;1999-12-22 00:00:00;14.2;1999-12-12 00:00:00;-7.5;1999-12-17 00:00:00;19.4;1999-12-27 00:00:00;36;1999-12-26 00:00:00;1;0;6;18
