NUM_POSTE;DAT;PSTATM;PMERM;TMMOY;TMSIGMA;TXMOY;TNMOY;TSVMOY;RR;NBJRR1;INST;NBPMER;NBTM;NBTX;NBTSV;NBRR;NBINS;NBJTX25;NBJTX30;NBJTX35;NBJTX40;NBJTX0;NBJTN0;NBJRR5;NBJRR10;NBJRR50;NBJRR100;NBJNEIG0;NBJNEIG1;NBJNEIG10;NBJNEIG50;NBJFF10;NBJFF20;NBJFF30;NBJVISI50;NBJVISI100;NBJVISI1000;TMXAB;TMXDAT;TMNAB;TMNDAT;TXAB;TXDAT;TNAB;TNDAT;RRAB;RRDAT;FXAB;FXDAT;NBORAGE;NBGRELE;HTX;HTN
07005;2002-04-01 00:00:00;1006.7;1016;9.5;3.7;14.3;5.3;8.7;25;7;192;27;30;30;30;30;30;;;;;0;1;2;;;;;;;;22;3;0;0;1;6;13.7;2002-04-03 00:00:00;6.2;2002-04-14 00:00:00;19.9;2002-04-03 00:00:00;-0.8;2002-04-17 00:00:00;5.2;2002-04-26 00:00:00;25;2002-04-29 00:00:00;;;6;18
07015;2002-04-01 00:00:00;1010;1015.7;10.3;4.2;15.3;5.6;8.1;21;5;217;28;30;30;30;30;30;;;;;;;2;;;;;;;;20;4;0;0;1;1;15;2002-04-22 00:00:00;5;2002-04-14 00:00:00;21.4;2002-04-22 00:00:00;0.9;2002-04-20 00:00:00;8.2;2002-04-26 00:00:00;26;2002-04-26 00:00:00;;;6;18
07020;2002-04-01 00:00:00;1014.2;1015.9;10.6;1.6;13.1;8.7;10.3;21;5;;29;30;30;30;30;0;;;;;;;1;;;;;;;;15;8;0;0;1;1;13.5;2002-04-21 00:00:00;9.2;2002-04-13 00:00:00;17.6;2002-04-21 00:00:00;5.5;2002-04-16 00:00:00;7.6;2002-04-30 00:00:00;28;2002-04-06 00:00:00;;;6;18
07027;2002-04-01 00:00:00;1008;1016.2;10.1;3.3;14.8;6;9.3;17;7;173;27;30;30;30;30;30;;;;;;;0;;;;;;;;18;4;0;0;0;4;13.3;2002-04-22 00:00:00;7.7;2002-04-13 00:00:00;20.9;2002-04-22 00:00:00;2.6;2002-04-16 00:00:00;3.8;2002-04-30 00:00:00;23;2002-04-30 00:00:00;;;6;18
07037;2002-04-01 00:00:00;997.6;1016;9.6;4.1;15;4.6;8.6;23;6;178;18;30;30;30;30;30;;;;;;;1;;;;;;;;17;2;0;0;4;11;13.8;2002-04-03 00:00:00;5.6;2002-04-14 00:00:00;20.7;2002-04-22 00:00:00;0.2;2002-04-14 00:00:00;8.2;2002-04-18 00:00:00;21;2002-04-29 00:00:00;;;6;18
07110;2002-04-01 00:00:00;1004.8;1016.3;9.7;3.1;13.8;6.4;9.6;43;10;178;27;30;30;30;30;30;;;;;0;1;3;1;0;;;;;;22;3;0;0;0;2;13;2002-04-24 00:00:00;6.2;2002-04-14 00:00:00;20.5;2002-04-24 00:00:00;-1.1;2002-04-14 00:00:00;13.8;2002-04-30 00:00:00;21;2002-04-26 00:00:00;1;0;6;18
07117;2002-04-01 00:00:00;1009;1016.2;10.4;2.2;13.7;8.1;9.8;44;7;;2;30;30;30;30;0;;;;;;;3;2;0;;;;;;19;8;0;0;0;3;14.7;2002-04-21 00:00:00;8.7;2002-04-03 00:00:00;20.8;2002-04-21 00:00:00;4.8;2002-04-16 00:00:00;14.6;2002-04-30 00:00:00;25;2002-04-07 00:00:00;;;6;18
07130;2002-04-01 00:00:00;1010.8;1016;10.8;3.9;16.1;6.4;9.2;27;6;165;28;30;30;30;30;30;;;;;;;2;;;;;;;;16;0;0;0;1;6;15.4;2002-04-24 00:00:00;6.9;2002-04-14 00:00:00;23.7;2002-04-24 00:00:00;0.8;2002-04-16 00:00:00;9.4;2002-04-18 00:00:00;18;2002-04-06 00:00:00;;;6;18
07139;2002-04-01 00:00:00;998.2;1015.6;9.9;4.3;15.6;4.7;8.6;22;7;180;29;30;30;30;30;30;;;;;0;1;1;;;;;;;;17;2;0;0;1;4;14.9;2002-04-24 00:00:00;6.7;2002-04-14 00:00:00;24.5;2002-04-24 00:00:00;-0.1;2002-04-16 00:00:00;5;2002-04-07 00:00:00;20;2002-04-29 00:00:00;;;6;18
07149;2002-04-01 00:00:00;1004.5;1015.5;11.2;4.5;16.9;5.7;8.4;10;4;;15;30;30;30;30;0;;;;;;;0;;;;;;;;19;0;0;;;;16.7;2002-04-24 00:00:00;6;2002-04-14 00:00:00;24.1;2002-04-24 00:00:00;0;2002-04-14 00:00:00;4.2;2002-04-26 00:00:00;19;2002-04-27 00:00:00;;;6;18
07190;2002-04-01 00:00:00;996.7;1015.1;10.5;4.8;16.1;4.8;7.9;33;9;189;29;30;30;30;30;30;;;;;0;1;1;;;;;;;;18;1;0;;;;16.4;2002-04-25 00:00:00;6;2002-04-16 00:00:00;24.4;2002-04-25 00:00:00;-0.5;2002-04-07 00:00:00;9.8;2002-04-13 00:00:00;23;2002-04-28 00:00:00;1;0;6;18
07207;2002-04-01 00:00:00;1011.5;1016.7;10.7;2.2;13.6;8.2;10;46;9;;29;30;30;30;30;0;;;;;;;3;2;0;;;;;;20;5;0;0;0;2;13.6;2002-04-22 00:00:00;7.8;2002-04-07 00:00:00;18.9;2002-04-24 00:00:00;4.8;2002-04-16 00:00:00;14.4;2002-04-07 00:00:00;25;2002-04-28 00:00:00;;;6;18
