NUM_POSTE;DAT;PSTATM;PMERM;TMMOY;TMSIGMA;TXMOY;TNMOY;TSVMOY;RR;NBJRR1;INST;NBPMER;NBTM;NBTX;NBTSV;NBRR;NBINS;NBJTX25;NBJTX30;NBJTX35;NBJTX40;NBJTX0;NBJTN0;NBJRR5;NBJRR10;NBJRR50;NBJRR100;NBJNEIG0;NBJNEIG1;NBJNEIG10;NBJNEIG50;NBJFF10;NBJFF20;NBJFF30;NBJVISI50;NBJVISI100;NBJVISI1000;TMXAB;TMXDAT;TMNAB;TMNDAT;TXAB;TXDAT;TNAB;TNDAT;RRAB;RRDAT;FXAB;FXDAT;NBORAGE;NBGRELE;HTX;HTN
07005;1999-01-01 00:00:00;1005.3;1014.7;6.3;3.6;8.9;4.2;8.4;84;15;86;20;31;31;31;31;31;;;;;0;5;7;2;0;;1;1;;;24;5;1;0;0;1;11.6;1999-01-05 00:00:00;-0.5;1999-01-10 00:00:00;14.4;1999-01-05 00:00:00;-2.7;1999-01-30 00:00:00;13.2;1999-01-16 00:00:00;31;1999-01-03 00:00:00;1;1;6;18
07015;1999-01-01 00:00:00;1008.2;1014.5;5.8;3.6;8.1;3.6;8.4;84;15;71;28;31;31;31;31;31;;;;;0;7;8;3;0;;1;1;;;24;5;0;0;0;4;11.7;1999-01-05 00:00:00;-0.6;1999-01-11 00:00:00;13.4;1999-01-04 00:00:00;-3.1;1999-01-30 00:00:00;11.4;1999-01-26 00:00:00;26;1999-01-03 00:00:00;;;6;18
07020;1999-01-01 00:00:00;1012.7;1014.3;8.8;2.1;10.3;7.1;9.8;106;19;;23;31;31;31;31;0;;;;;;;7;2;0;;;;;;29;20;2;0;1;1;11.8;1999-01-04 00:00:00;3;1999-01-31 00:00:00;12.8;1999-01-03 00:00:00;0.3;1999-01-31 00:00:00;22.8;1999-01-15 00:00:00;35;1999-01-03 00:00:00;1;3;6;18
07027;1999-01-01 00:00:00;1007.3;1015.5;7.3;3.5;9.9;4.8;9;69;15;73;29;31;31;31;31;31;;;;;0;4;6;1;0;;;;;;26;5;1;0;0;1;13.8;1999-01-04 00:00:00;0;1999-01-31 00:00:00;15.5;1999-01-04 00:00:00;-3.3;1999-01-31 00:00:00;10.4;1999-01-16 00:00:00;35;1999-01-03 00:00:00;;;6;18
07037;1999-01-01 00:00:00;997.2;1015.8;5.9;3.7;8.8;3.4;8.4;98;18;76;26;31;31;31;31;31;;;;;0;6;7;4;0;;2;2;;;25;5;1;0;0;2;12.1;1999-01-04 00:00:00;-1.1;1999-01-30 00:00:00;14.3;1999-01-04 00:00:00;-4;1999-01-12 00:00:00;13.4;1999-01-26 00:00:00;30;1999-01-03 00:00:00;;;6;18
07110;1999-01-01 00:00:00;1004;1015.7;8.3;3.1;10.8;5.6;10;190;21;61;24;31;31;31;31;31;;;;;0;1;13;8;0;;;;;;26;13;0;1;1;5;12.8;1999-01-05 00:00:00;2.1;1999-01-10 00:00:00;15.2;1999-01-06 00:00:00;-0.5;1999-01-10 00:00:00;24.8;1999-01-15 00:00:00;27;1999-01-16 00:00:00;0;1;6;18
07117;1999-01-01 00:00:00;1007.9;1015;8.9;2.7;11;6.6;9.7;120;20;;24;31;31;31;31;0;;;;;0;1;10;3;0;;;;;;29;15;2;0;0;1;13;1999-01-04 00:00:00;3;1999-01-31 00:00:00;16.3;1999-01-05 00:00:00;-1;1999-01-31 00:00:00;15.2;1999-01-06 00:00:00;32;1999-01-03 00:00:00;0;4;6;18
07130;1999-01-01 00:00:00;1011.7;1016.9;7.7;3.5;10.5;4.9;9.4;89;16;72;29;31;31;31;31;31;;;;;0;4;8;1;0;;;;;;19;3;0;0;0;4;13.1;1999-01-04 00:00:00;0.9;1999-01-31 00:00:00;15;1999-01-05 00:00:00;-2.5;1999-01-31 00:00:00;11;1999-01-16 00:00:00;22;1999-01-02 00:00:00;;;6;18
07139;1999-01-01 00:00:00;999.4;1017.1;6.1;3.6;8.8;3.8;8.7;88;14;59;28;31;31;31;31;31;;;;;0;7;6;2;0;;2;2;;;21;2;1;0;0;6;12.2;1999-01-04 00:00:00;-0.4;1999-01-12 00:00:00;13;1999-01-04 00:00:00;-3.3;1999-01-12 00:00:00;24.6;1999-01-16 00:00:00;31;1999-01-03 00:00:00;;;6;18
07149;1999-01-01 00:00:00;1005.9;1016.8;6;3.8;8.6;3.4;8.2;46;10;;24;31;31;31;31;0;;;;;0;7;3;;;;2;2;;;25;5;0;0;0;3;11.9;1999-01-04 00:00:00;-1.2;1999-01-12 00:00:00;15.3;1999-01-05 00:00:00;-4.2;1999-01-30 00:00:00;9.6;1999-01-25 00:00:00;26;1999-01-03 00:00:00;;;6;18
07190;1999-01-01 00:00:00;999;1018;4;4.4;7.4;1;7;43;12;77;29;31;31;31;31;31;;;;;2;11;1;1;0;;3;3;;;20;1;0;0;1;10;11.1;1999-01-05 00:00:00;-2.5;1999-01-12 00:00:00;15.7;1999-01-05 00:00:00;-7.5;1999-01-12 00:00:00;13.2;1999-01-26 00:00:00;23;1999-01-03 00:00:00;;;6;18
07207;1999-01-01 00:00:00;1012.3;1017.7;9.5;2.8;11;7.6;10.3;70;16;;13;31;31;31;31;0;;;;;;;5;1;0;;;;;;31;14;1;;;;13;1999-01-04 00:00:00;3.1;1999-01-10 00:00:00;14.1;1999-01-06 00:00:00;1.1;1999-01-11 00:00:00;10.8;1999-01-16 00:00:00;31;1999-01-02 00:00:00;1;2;6;18
07222;1999-01-01 00:00:00;1014.9;1018.1;7.4;3.7;10.4;4.5;9.5;89;15;74;28;31;31;31;31;31;;;;;0;6;7;1;0;;;;;;20;2;0;0;0;4;12.4;1999-01-04 00:00:00;0.7;1999-01-10 00:00:00;14.5;1999-01-05 00:00:00;-3.6;1999-01-12 00:00:00;18.6;1999-01-16 00:00:00;24;1999-01-03 00:00:00;;;6;18
07240;1999-01-01 00:00:00;1004.7;1018.2;6.1;3.9;9.1;3.6;8.2;70;9;82;21;31;31;31;31;31;;;;;0;7;8;1;0;;2;1;;;23;1;0;0;0;4;11.9;1999-01-04 00:00:00;-1.2;1999-01-12 00:00:00;15.8;1999-01-05 00:00:00;-4.8;1999-01-12 00:00:00;16.8;1999-01-16 00:00:00;21;1999-01-03 00:00:00;1;0;6;18
07255;1999-01-01 00:00:00;998.6;1019;5.3;4.3;8.9;2.3;7.8;52;13;96;25;31;31;31;31;31;;;;;1;9;4;1;0;;4;3;;;17;3;0;0;0;3;11.2;1999-01-04 00:00:00;-4.4;1999-01-12 00:00:00;17;1999-01-05 00:00:00;-11.2;1999-01-12 00:00:00;10;1999-01-26 00:00:00;21;1999-01-03 00:00:00;;;6;18
07280;1999-01-01 00:00:00;991.2;1019.3;3.4;4;6.8;0.6;7;78;12;55;18;31;31;31;31;31;;;;;2;15;7;4;0;;5;5;3;0;19;0;0;0;1;12;9.3;1999-01-04 00:00:00;-5.7;1999-01-12 00:00:00;11.4;1999-01-04 00:00:00;-12.7;1999-01-12 00:00:00;13.6;1999-01-11 00:00:00;18;1999-01-03 00:00:00;;;6;18
07299;1999-01-01 00:00:00;985.8;1019.3;3.3;4.3;7.7;0.2;6.6;50;9;102;24;31;31;31;31;31;;;;;2;15;3;1;0;;4;4;1;0;14;0;0;0;0;2;9.4;1999-01-05 00:00:00;-4.3;1999-01-31 00:00:00;15.2;1999-01-05 00:00:00;-7.5;1999-01-31 00:00:00;12.2;1999-01-26 00:00:00;19;1999-01-03 00:00:00;;;6;18
07314;1999-01-01 00:00:00;1016.6;1019.4;9.1;3;11.1;7;9.9;68;10;;17;31;31;31;31;0;;;;;;;6;1;0;;;;;;29;6;0;0;0;2;12.3;1999-01-03 00:00:00;2.3;1999-01-31 00:00:00;15.3;1999-01-05 00:00:00;0;1999-01-12 00:00:00;18;1999-01-16 00:00:00;25;1999-01-02 00:00:00;1;1;6;18
07335;1999-01-01 00:00:00;1004.3;1019.1;6.1;4.2;9.5;2.8;8.3;55;12;88;27;31;31;31;31;31;;;;;0;6;2;2;0;;1;1;;;22;1;0;0;0;5;11.2;1999-01-04 00:00:00;-1.9;1999-01-12 00:00:00;16.1;1999-01-05 00:00:00;-7.6;1999-01-12 00:00:00;12.8;1999-01-25 00:00:00;20;1999-01-03 00:00:00;;;6;18
07434;1999-01-01 00:00:00;971.1;1019.9;5;4.1;8;2.6;7.5;77;11;97;26;31;31;31;31;31;;;;;1;7;7;2;0;;4;3;;;20;0;0;0;0;8;11.9;1999-01-05 00:00:00;-4;1999-01-12 00:00:00;17;1999-01-05 00:00:00;-8.2;1999-01-12 00:00:00;19;1999-01-26 00:00:00;18;1999-01-27 00:00:00;;;6;18
07460;1999-01-01 00:00:00;979.5;1019.5;5.5;4.9;9.8;1.9;6.8;34;4;94;23;31;31;31;31;31;;;;;1;9;2;1;0;;5;5;4;0;24;2;0;0;0;1;12.4;1999-01-04 00:00:00;-4.7;1999-01-12 00:00:00;18.8;1999-01-05 00:00:00;-13.6;1999-01-12 00:00:00;17.6;1999-01-17 00:00:00;25;1999-01-16 00:00:00;;;6;18
07471;1999-01-01 00:00:00;921.4;;1.7;4.6;6.5;-2.1;5.8;56;7;120;13;31;31;31;31;31;;;;;5;22;3;2;0;;8;8;7;0;17;3;0;0;0;3;7.4;1999-01-04 00:00:00;-6.2;1999-01-31 00:00:00;16;1999-01-05 00:00:00;-11.2;1999-01-12 00:00:00;21.2;1999-01-10 00:00:00;24;1999-01-17 00:00:00;;;6;18
07481;1999-01-01 00:00:00;990.5;1020;5.1;4.3;9;2.2;7.1;71;9;103;20;31;31;31;31;31;;;;;0;7;5;2;0;;7;7;5;0;17;1;0;0;0;8;10.1;1999-01-07 00:00:00;-2.2;1999-01-31 00:00:00;16.5;1999-01-05 00:00:00;-4;1999-01-31 00:00:00;21;1999-01-10 00:00:00;26;1999-01-16 00:00:00;;;6;18
07510;1999-01-01 00:00:00;1012.8;1020.3;7.5;4.2;11.9;4;8.9;69;13;92;26;31;31;31;31;31;;;;;0;4;4;1;0;;;;;;15;0;0;0;1;6;12.4;1999-01-04 00:00:00;-0.2;1999-01-11 00:00:00;18.9;1999-01-04 00:00:00;-5.6;1999-01-12 00:00:00;10.2;1999-01-26 00:00:00;18;1999-01-03 00:00:00;;;6;18
07535;1999-01-01 00:00:00;988.8;1020.5;6;4.3;10.1;2.7;8;53;10;127;25;31;31;31;31;31;;;;;1;8;5;1;0;;4;4;2;0;15;0;0;0;0;3;12.8;1999-01-05 00:00:00;-1.7;1999-01-31 00:00:00;19.9;1999-01-05 00:00:00;-5.4;1999-01-31 00:00:00;10.4;1999-01-10 00:00:00;18;1999-01-27 00:00:00;;;6;18
07560;1999-01-01 00:00:00;841.1;;-0.9;4.9;1.2;-2.8;4.9;120;11;;20;31;31;31;31;0;;;;;9;23;7;3;0;;31;31;31;15;30;22;10;2;22;22;9.1;1999-01-06 00:00:00;-11.9;1999-01-31 00:00:00;12.7;1999-01-06 00:00:00;-13.8;1999-01-31 00:00:00;31.4;1999-01-01 00:00:00;44;1999-01-28 00:00:00;;;6;18
07577;1999-01-01 00:00:00;1011;1020.2;5.3;3.9;9.6;2;7.7;108;7;105;24;31;31;31;31;31;;;;;0;9;2;2;1;;3;3;;;17;3;0;0;2;11;10.3;1999-01-04 00:00:00;-0.1;1999-01-31 00:00:00;17.1;1999-01-04 00:00:00;-3.6;1999-01-13 00:00:00;58.2;1999-01-10 00:00:00;27;1999-01-30 00:00:00;;;6;18
07591;1999-01-01 00:00:00;916.3;;1.8;4.7;8;-2.1;4.2;31;6;173;27;31;31;31;31;31;;;;;1;23;1;1;0;;;;;;18;2;0;;;;6.7;1999-01-01 00:00:00;-6.5;1999-01-31 00:00:00;15.5;1999-01-06 00:00:00;-9.8;1999-01-31 00:00:00;13.8;1999-01-28 00:00:00;22;1999-01-10 00:00:00;;;6;18
07607;1999-01-01 00:00:00;1013.6;1020.9;6.3;4.9;12.1;1.8;8.5;31;8;124;27;31;31;31;31;31;;;;;0;9;2;;;;;;;;8;0;0;0;0;10;11.6;1999-01-03 00:00:00;-1.4;1999-01-31 00:00:00;20.1;1999-01-04 00:00:00;-6.6;1999-01-31 00:00:00;7.6;1999-01-26 00:00:00;13;1999-01-07 00:00:00;;;6;18
07621;1999-01-01 00:00:00;977;1021.1;6.2;4.6;11.5;2;7.4;114;10;120;25;31;31;31;31;31;;;;;0;5;8;4;0;;5;5;;;8;0;0;0;0;1;11.4;1999-01-04 00:00:00;-3.2;1999-01-31 00:00:00;21.7;1999-01-05 00:00:00;-7;1999-01-31 00:00:00;32.6;1999-01-09 00:00:00;17;1999-01-27 00:00:00;;;6;18
07627;1999-01-01 00:00:00;971.3;1021.2;4.9;4.6;11.1;0.1;6.9;93;11;133;26;31;31;31;31;31;;;;;0;17;8;3;0;;4;4;;;9;0;0;0;0;2;9.6;1999-01-04 00:00:00;-3.3;1999-01-31 00:00:00;20.7;1999-01-05 00:00:00;-6.8;1999-01-31 00:00:00;20.6;1999-01-09 00:00:00;17;1999-01-27 00:00:00;;;6;18
07630;1999-01-01 00:00:00;1001.4;1020.8;6.7;4;10.7;3.1;8.4;73;9;128;24;31;31;31;31;31;;;;;0;5;7;2;0;;;;;;16;0;0;0;0;6;10.9;1999-01-06 00:00:00;-1.1;1999-01-31 00:00:00;17.1;1999-01-04 00:00:00;-4.3;1999-01-31 00:00:00;13.6;1999-01-09 00:00:00;18;1999-01-28 00:00:00;;;6;18
07643;1999-01-01 00:00:00;1018.7;1019.7;8.2;4;12.2;4.7;8.4;45;6;144;29;31;31;31;31;31;;;;;0;5;2;1;0;;;;;;16;2;0;;;;12.8;1999-01-04 00:00:00;1.3;1999-01-31 00:00:00;18.8;1999-01-04 00:00:00;-1.8;1999-01-12 00:00:00;25.6;1999-01-10 00:00:00;26;1999-01-30 00:00:00;;;6;18
07650;1999-01-01 00:00:00;1015;1019;7.5;3.9;12.2;3.7;8.5;103;5;185;28;31;31;31;31;31;;;;;0;4;3;2;0;;;;;;20;4;0;0;0;2;11.5;1999-01-17 00:00:00;0.3;1999-01-31 00:00:00;17.1;1999-01-04 00:00:00;-4.4;1999-01-31 00:00:00;45;1999-01-17 00:00:00;28;1999-01-29 00:00:00;1;0;6;18
07661;1999-01-01 00:00:00;1001.8;1018.4;8.9;2.9;11.4;6.7;8.9;199;6;;23;31;31;31;31;0;;;;;;;4;3;2;;;;;;19;13;2;;;;12.6;1999-01-04 00:00:00;2.9;1999-01-12 00:00:00;17;1999-01-04 00:00:00;0.4;1999-01-31 00:00:00;87.2;1999-01-17 00:00:00;51;1999-01-28 00:00:00;2;0;6;18
07690;1999-01-01 00:00:00;1013.9;1017.2;8.3;3.3;13.8;5;7.5;78;3;208;24;31;31;31;31;31;;;;;0;1;3;2;1;;;;;;23;0;0;;;;10.5;1999-01-28 00:00:00;3.3;1999-01-31 00:00:00;17.9;1999-01-29 00:00:00;-2;1999-01-31 00:00:00;54.6;1999-01-10 00:00:00;19;1999-01-28 00:00:00;;;6;18
07747;1999-01-01 00:00:00;1013.9;1019.7;8.7;4;13.3;4.6;8.1;56;4;147;29;31;31;31;31;31;;;;;0;2;4;2;0;;;;;;17;8;0;0;0;2;13.8;1999-01-28 00:00:00;2.1;1999-01-31 00:00:00;20.6;1999-01-04 00:00:00;-0.9;1999-01-12 00:00:00;19.2;1999-01-01 00:00:00;29;1999-01-28 00:00:00;1;0;6;18
07761;1999-01-01 00:00:00;1017.1;1018.2;8.3;4;13.7;3.8;8.6;57;7;170;28;31;31;31;31;31;;;;;0;2;3;1;0;;;;;;8;1;0;0;0;2;11.2;1999-01-01 00:00:00;1.9;1999-01-31 00:00:00;17.7;1999-01-07 00:00:00;-3.1;1999-01-31 00:00:00;29.6;1999-01-10 00:00:00;21;1999-01-13 00:00:00;0;1;6;18
07790;1999-01-01 00:00:00;1016.2;1017.6;9.2;3.5;14.4;5.3;8.4;118;3;178;22;31;31;31;31;31;;;;;;;3;2;1;;;;;;15;5;0;;;;12.1;1999-01-03 00:00:00;3.1;1999-01-31 00:00:00;19.3;1999-01-09 00:00:00;1.9;1999-01-31 00:00:00;57.8;1999-01-10 00:00:00;23;1999-01-09 00:00:00;1;0;6;18
78925;1999-01-01 00:00:00;1013.8;1014.7;25.4;0.6;28.6;22.2;24.2;146;23;177;31;31;31;31;31;31;31;0;0;0;;;13;4;0;0;;;;;30;0;0;0;0;0;;;;;;;;;;;;;;;;
81401;1999-01-01 00:00:00;1011;1012.1;25.5;5.1;29.5;23;29.3;404;25;109;31;31;31;31;31;31;31;13;0;0;0;0;18;14;2;0;;;;;22;0;0;0;0;0;;;;;;;;;;;;;;;;
81405;1999-01-01 00:00:00;1010.1;1011;25.6;1.9;29;23.2;29.1;405;25;84;31;31;31;31;31;31;31;5;0;0;0;0;19;12;2;0;;;;;25;0;0;0;0;2;26.8;1999-01-31 00:00:00;24.1;1999-01-18 00:00:00;30.6;1999-01-28 00:00:00;21.2;1999-01-11 00:00:00;52;1999-01-23 00:00:00;19;1999-01-02 00:00:00;1;0;21;12
81408;1999-01-01 00:00:00;1009.9;1010.7;24.9;0.2;29.2;22.6;29.1;473;27;66;31;31;31;31;31;31;31;11;0;0;0;0;21;15;0;0;0;0;0;0;21;0;0;0;0;2;26.1;1999-01-28 00:00:00;23.7;1999-01-16 00:00:00;32.3;1999-01-28 00:00:00;20.7;1999-01-30 00:00:00;47.6;1999-01-03 00:00:00;17;1999-01-23 00:00:00;2;0;21;12
81415;1999-01-01 00:00:00;999.1;1011.1;25.2;0.6;30.7;22.7;28.2;356;23;127;31;31;31;31;31;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
