NUM_POSTE;DAT;PSTATM;PMERM;TMMOY;TMSIGMA;TXMOY;TNMOY;TSVMOY;RR;NBJRR1;INST;NBPMER;NBTM;NBTX;NBTSV;NBRR;NBINS;NBJTX25;NBJTX30;NBJTX35;NBJTX40;NBJTX0;NBJTN0;NBJRR5;NBJRR10;NBJRR50;NBJRR100;NBJNEIG0;NBJNEIG1;NBJNEIG10;NBJNEIG50;NBJFF10;NBJFF20;NBJFF30;NBJVISI50;NBJVISI100;NBJVISI1000;TMXAB;TMXDAT;TMNAB;TMNDAT;TXAB;TXDAT;TNAB;TNDAT;RRAB;RRDAT;FXAB;FXDAT;NBORAGE;NBGRELE;HTX;HTN
07005;1995-01-01 00:00:00;1005.2;1015.2;5.1;3.6;7.9;2.5;7.9;145;16;56;15;31;31;31;31;31;;;;;1;5;9;7;0;;;;;;26;15;1;0;1;2;10.6;1995-01-25 00:00:00;-2.3;1995-01-05 00:00:00;13.1;1995-01-22 00:00:00;-3.9;1995-01-05 00:00:00;21.2;1995-01-22 00:00:00;31;1995-01-23 00:00:00;1;1;6;18
07015;1995-01-01 00:00:00;;;4.6;;;;;120;19;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07020;1995-01-01 00:00:00;1005.1;1011.7;8.7;2.2;10.1;5.9;10;165;15;;0;15;31;15;31;0;;;;;;;10;8;0;;;;;;5;4;0;;;;10.5;1995-01-29 00:00:00;7.1;1995-01-30 00:00:00;12.5;1995-01-22 00:00:00;0.6;1995-01-03 00:00:00;31.3;1995-01-17 00:00:00;27;1995-01-28 00:00:00;1;2;6;18
07027;1995-01-01 00:00:00;1008;1016.3;6.2;3.5;9.3;3.4;8;158;16;52;21;31;31;31;31;31;;;;;0;5;10;6;0;;;;;;28;14;1;;;;12.7;1995-01-25 00:00:00;-0.3;1995-01-04 00:00:00;13.8;;;;28.4;1995-01-19 00:00:00;30;1995-01-22 00:00:00;0;1;6;18
07037;1995-01-01 00:00:00;998.1;1016.9;4.6;3.8;7.9;1.7;7.7;157;19;47;31;31;31;31;31;31;;;;;1;11;11;6;0;;;;;;26;10;0;0;0;4;11.2;1995-01-25 00:00:00;-2.8;1995-01-05 00:00:00;12.6;1995-01-22 00:00:00;-3.9;1995-01-05 00:00:00;25.4;1995-01-25 00:00:00;26;1995-01-22 00:00:00;2;1;6;18
07110;1995-01-01 00:00:00;1004.9;1016.9;8.2;;10.3;5.7;9.5;285;23;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07149;1995-01-01 00:00:00;1006.7;1017.9;5.2;4;8.3;2.4;7.7;102;16;;31;31;31;31;31;0;;;;;1;8;7;2;0;;1;1;;;24;11;1;0;0;6;12.4;1995-01-25 00:00:00;-3;1995-01-05 00:00:00;14.7;1995-01-25 00:00:00;-5.9;1995-01-05 00:00:00;32.4;1995-01-21 00:00:00;31;1995-01-22 00:00:00;1;1;6;18
07190;1995-01-01 00:00:00;999.8;1018.7;2.3;5;5.2;-0.4;6;56;14;59;24;31;31;31;31;31;;;;;5;15;5;;;;4;2;;;18;5;0;0;0;4;10.7;1995-01-26 00:00:00;-6.7;1995-01-06 00:00:00;14.2;;;;8.6;1995-01-18 00:00:00;28;1995-01-26 00:00:00;1;0;6;18
07207;1995-01-01 00:00:00;1014.1;1019.3;9.5;2.3;11.1;7.6;9.4;180;15;59;5;31;31;31;31;31;;;;;;;9;7;0;;;;;;29;21;6;;;;12.7;1995-01-25 00:00:00;5.6;1995-01-03 00:00:00;13.7;1995-01-17 00:00:00;1.7;1995-01-13 00:00:00;45.8;1995-01-19 00:00:00;37;1995-01-22 00:00:00;;;6;18
07222;1995-01-01 00:00:00;1016.7;1019.9;6.6;4.2;10;3.4;8.7;166;15;82;31;31;31;31;31;31;;;;;0;8;8;6;0;;;;;;26;10;0;;;;12.8;1995-01-25 00:00:00;-1;1995-01-03 00:00:00;13.7;;;;31.2;1995-01-21 00:00:00;29;1995-01-22 00:00:00;0;1;6;18
